Panel_markerID,BI_markerID,Chr,Pos
Chr10_005553501,Chr10_005553501,Chr10,5553501
Chr10_005715163,Chr10_005715163,Chr10,5715163
Chr10_005855456,Chr10_005855456,Chr10,5855456
Chr10_005968429,Chr10_005968429,Chr10,5968429
Chr10_006167350,Chr10_006167350,Chr10,6167350
Chr10_006321881,Chr10_006321881,Chr10,6321881
Chr10_006471594,Chr10_006471594,Chr10,6471594
Chr10_006613361,Chr10_006613361,Chr10,6613361
Chr10_006688347,Chr10_006688347,Chr10,6688347
Chr10_006819816,Chr10_006819816,Chr10,6819816
Chr10_007013667,Chr10_007013667,Chr10,7013667
Chr10_007198248,Chr10_007198248,Chr10,7198248
Chr10_007299079,Chr10_007299079,Chr10,7299079
Chr10_007451693,Chr10_007451693,Chr10,7451693
Chr10_007604299,Chr10_007604299,Chr10,7604299
Chr10_007798311,Chr10_007798311,Chr10,7798311
Chr10_007935332,Chr10_007935332,Chr10,7935332
Chr10_008042736,Chr10_008042736,Chr10,8042736
Chr10_008201343,Chr10_008201343,Chr10,8201343
Chr10_008269684,Chr10_008269684,Chr10,8269684
Chr10_008269831,Chr10_008269831,Chr10,8269831
Chr10_008461822,Chr10_008461822,Chr10,8461822
Chr10_008551559,Chr10_008551559,Chr10,8551559
Chr10_008669549,Chr10_008669549,Chr10,8669549
Chr10_008781610,Chr10_008781610,Chr10,8781610
Chr10_009000035,Chr10_009000035,Chr10,9000035
Chr10_009033002,Chr10_009033002,Chr10,9033002
Chr10_009035902,Chr10_009035902,Chr10,9035902
Chr10_009128101,Chr10_009128101,Chr10,9128101
Chr10_009189415,Chr10_009189415,Chr10,9189415
Chr10_009265747,Chr10_009265747,Chr10,9265747
Chr10_009330861,Chr10_009330861,Chr10,9330861
Chr10_009409204,Chr10_009409204,Chr10,9409204
Chr10_009409264,Chr10_009409264,Chr10,9409264
Chr10_009641577,Chr10_009641577,Chr10,9641577
Chr10_009717677,Chr10_009717677,Chr10,9717677
Chr10_009901033,Chr10_009901033,Chr10,9901033
Chr10_010001671,Chr10_010001671,Chr10,10001671
Chr10_010100340,Chr10_010100340,Chr10,10100340
Chr10_010106320,Chr10_010106320,Chr10,10106320
Chr10_010201119,Chr10_010201119,Chr10,10201119
Chr10_010291799,Chr10_010291799,Chr10,10291799
Chr10_010407592,Chr10_010407592,Chr10,10407592
Chr10_010547944,Chr10_010547944,Chr10,10547944
Chr10_010548311,Chr10_010548311,Chr10,10548311
Chr10_010608324,Chr10_010608324,Chr10,10608324
Chr10_010617012,Chr10_010617012,Chr10,10617012
Chr10_010700605,Chr10_010700605,Chr10,10700605
Chr10_010700755,Chr10_010700755,Chr10,10700755
Chr10_011002627,Chr10_011002627,Chr10,11002627
Chr10_011144857,Chr10_011144857,Chr10,11144857
Chr10_011197965,Chr10_011197965,Chr10,11197965
Chr10_011380379,Chr10_011380379,Chr10,11380379
Chr10_011484952,Chr10_011484952,Chr10,11484952
Chr10_011539992,Chr10_011539992,Chr10,11539992
Chr10_012036895,Chr10_012036895,Chr10,12036895
Chr10_012037292,Chr10_012037292,Chr10,12037292
Chr10_012081398,Chr10_012081398,Chr10,12081398
Chr10_012177544,Chr10_012177544,Chr10,12177544
Chr10_012242525,Chr10_012242525,Chr10,12242525
Chr10_012296293,Chr10_012296293,Chr10,12296293
Chr10_012389429,Chr10_012389429,Chr10,12389429
Chr10_012514537,Chr10_012514537,Chr10,12514537
Chr10_012600136,Chr10_012600136,Chr10,12600136
Chr10_012615705,Chr10_012615705,Chr10,12615705
Chr10_012708771,Chr10_012708771,Chr10,12708771
Chr10_012842571,Chr10_012842571,Chr10,12842571
Chr10_013007039,Chr10_013007039,Chr10,13007039
Chr10_013230716,Chr10_013230716,Chr10,13230716
Chr10_013298307,Chr10_013298307,Chr10,13298307
Chr10_013475452,Chr10_013475452,Chr10,13475452
Chr10_013644741,Chr10_013644741,Chr10,13644741
Chr10_013776652,Chr10_013776652,Chr10,13776652
Chr10_013923940,Chr10_013923940,Chr10,13923940
Chr10_014078549,Chr10_014078549,Chr10,14078549
Chr10_014297739,Chr10_014297739,Chr10,14297739
Chr10_014382211,Chr10_014382211,Chr10,14382211
Chr10_014516878,Chr10_014516878,Chr10,14516878
Chr10_014705269,Chr10_014705269,Chr10,14705269
Chr10_014796132,Chr10_014796132,Chr10,14796132
Chr10_014962793,Chr10_014962793,Chr10,14962793
Chr10_014977931,Chr10_014977931,Chr10,14977931
Chr10_015112113,Chr10_015112113,Chr10,15112113
Chr10_015289727,Chr10_015289727,Chr10,15289727
Chr10_015411978,Chr10_015411978,Chr10,15411978
Chr10_015567413,Chr10_015567413,Chr10,15567413
Chr10_015697058,Chr10_015697058,Chr10,15697058
Chr10_015870506,Chr10_015870506,Chr10,15870506
Chr10_016054965,Chr10_016054965,Chr10,16054965
Chr10_016159228,Chr10_016159228,Chr10,16159228
Chr10_016298675,Chr10_016298675,Chr10,16298675
Chr10_016477660,Chr10_016477660,Chr10,16477660
Chr10_016646498,Chr10_016646498,Chr10,16646498
Chr10_016768105,Chr10_016768105,Chr10,16768105
Chr10_016951144,Chr10_016951144,Chr10,16951144
Chr10_017063815,Chr10_017063815,Chr10,17063815
Chr10_017254562,Chr10_017254562,Chr10,17254562
Chr10_017346935,Chr10_017346935,Chr10,17346935
Chr10_017522319,Chr10_017522319,Chr10,17522319
Chr10_017657705,Chr10_017657705,Chr10,17657705
Chr10_017812280,Chr10_017812280,Chr10,17812280
Chr10_017944126,Chr10_017944126,Chr10,17944126
Chr10_018109765,Chr10_018109765,Chr10,18109765
Chr10_018235566,Chr10_018235566,Chr10,18235566
Chr10_018239071,Chr10_018239071,Chr10,18239071
Chr10_018319900,Chr10_018319900,Chr10,18319900
Chr10_018399369,Chr10_018399369,Chr10,18399369
Chr10_018572645,Chr10_018572645,Chr10,18572645
Chr10_018760018,Chr10_018760018,Chr10,18760018
Chr10_018846873,Chr10_018846873,Chr10,18846873
Chr10_019000002,Chr10_019000002,Chr10,19000002
Chr10_019201538,Chr10_019201538,Chr10,19201538
Chr10_019343053,Chr10_019343053,Chr10,19343053
Chr10_019425764,Chr10_019425764,Chr10,19425764
Chr10_019598680,Chr10_019598680,Chr10,19598680
Chr10_019787556,Chr10_019787556,Chr10,19787556
Chr10_019893920,Chr10_019893920,Chr10,19893920
Chr10_020039167,Chr10_020039167,Chr10,20039167
Chr10_020232436,Chr10_020232436,Chr10,20232436
Chr10_020341529,Chr10_020341529,Chr10,20341529
Chr10_020508735,Chr10_020508735,Chr10,20508735
Chr10_020665446,Chr10_020665446,Chr10,20665446
Chr10_020783506,Chr10_020783506,Chr10,20783506
Chr10_020936598,Chr10_020936598,Chr10,20936598
Chr10_021024603,Chr10_021024603,Chr10,21024603
Chr10_021025505,Chr10_021025505,Chr10,21025505
Chr10_021156657,Chr10_021156657,Chr10,21156657
Chr10_021255360,Chr10_021255360,Chr10,21255360
Chr10_021400128,Chr10_021400128,Chr10,21400128
Chr10_021559431,Chr10_021559431,Chr10,21559431
Chr10_021706470,Chr10_021706470,Chr10,21706470
Chr10_021844209,Chr10_021844209,Chr10,21844209
Chr10_022000085,Chr10_022000085,Chr10,22000085
Chr10_022096432,Chr10_022096432,Chr10,22096432
Chr10_022293615,Chr10_022293615,Chr10,22293615
Chr10_022460034,Chr10_022460034,Chr10,22460034
Chr10_022595830,Chr10_022595830,Chr10,22595830
Chr10_022740861,Chr10_022740861,Chr10,22740861
Chr10_022907027,Chr10_022907027,Chr10,22907027
Chr10_023049517,Chr10_023049517,Chr10,23049517
Chr10_023204799,Chr10_023204799,Chr10,23204799
Chr10_023336528,Chr10_023336528,Chr10,23336528
Chr10_023523120,Chr10_023523120,Chr10,23523120
Chr10_023675733,Chr10_023675733,Chr10,23675733
Chr10_023799378,Chr10_023799378,Chr10,23799378
Chr10_023916895,Chr10_023916895,Chr10,23916895
Chr10_024082465,Chr10_024082465,Chr10,24082465
Chr10_024245456,Chr10_024245456,Chr10,24245456
Chr10_024439562,Chr10_024439562,Chr10,24439562
Chr10_024553166,Chr10_024553166,Chr10,24553166
Chr10_024690029,Chr10_024690029,Chr10,24690029
Chr11_000101314,Chr11_000101314,Chr11,101314
Chr11_000260311,Chr11_000260311,Chr11,260311
Chr11_000354444,Chr11_000354444,Chr11,354444
Chr11_000531906,Chr11_000531906,Chr11,531906
Chr11_000653608,Chr11_000653608,Chr11,653608
Chr11_000845090,Chr11_000845090,Chr11,845090
Chr11_001000137,Chr11_001000137,Chr11,1000137
Chr11_001156597,Chr11_001156597,Chr11,1156597
Chr11_001278101,Chr11_001278101,Chr11,1278101
Chr11_001418488,Chr11_001418488,Chr11,1418488
Chr11_001573803,Chr11_001573803,Chr11,1573803
Chr11_001701244,Chr11_001701244,Chr11,1701244
Chr11_001883445,Chr11_001883445,Chr11,1883445
Chr11_002028010,Chr11_002028010,Chr11,2028010
Chr11_002153330,Chr11_002153330,Chr11,2153330
Chr11_002325196,Chr11_002325196,Chr11,2325196
Chr11_002483082,Chr11_002483082,Chr11,2483082
Chr11_002593116,Chr11_002593116,Chr11,2593116
Chr11_002751633,Chr11_002751633,Chr11,2751633
Chr11_002926800,Chr11_002926800,Chr11,2926800
Chr11_003078854,Chr11_003078854,Chr11,3078854
Chr11_003206198,Chr11_003206198,Chr11,3206198
Chr11_003365361,Chr11_003365361,Chr11,3365361
Chr11_003527344,Chr11_003527344,Chr11,3527344
Chr11_003676270,Chr11_003676270,Chr11,3676270
Chr11_003822915,Chr11_003822915,Chr11,3822915
Chr11_003957620,Chr11_003957620,Chr11,3957620
Chr11_004111316,Chr11_004111316,Chr11,4111316
Chr11_004270589,Chr11_004270589,Chr11,4270589
Chr11_004354235,Chr11_004354235,Chr11,4354235
Chr11_004423214,Chr11_004423214,Chr11,4423214
Chr11_004500547,Chr11_004500547,Chr11,4500547
Chr11_004582677,Chr11_004582677,Chr11,4582677
Chr11_004728174,Chr11_004728174,Chr11,4728174
Chr11_004873724,Chr11_004873724,Chr11,4873724
Chr11_005019252,Chr11_005019252,Chr11,5019252
Chr11_005161008,Chr11_005161008,Chr11,5161008
Chr11_005322148,Chr11_005322148,Chr11,5322148
Chr11_005464237,Chr11_005464237,Chr11,5464237
Chr11_005635871,Chr11_005635871,Chr11,5635871
Chr11_005765937,Chr11_005765937,Chr11,5765937
Chr11_005912576,Chr11_005912576,Chr11,5912576
Chr11_006076788,Chr11_006076788,Chr11,6076788
Chr11_006204961,Chr11_006204961,Chr11,6204961
Chr11_006398410,Chr11_006398410,Chr11,6398410
Chr11_006508743,Chr11_006508743,Chr11,6508743
Chr11_006649064,Chr11_006649064,Chr11,6649064
Chr11_006812029,Chr11_006812029,Chr11,6812029
Chr11_006937165,Chr11_006937165,Chr11,6937165
Chr11_007114456,Chr11_007114456,Chr11,7114456
Chr11_007247845,Chr11_007247845,Chr11,7247845
Chr11_007414557,Chr11_007414557,Chr11,7414557
Chr11_007583319,Chr11_007583319,Chr11,7583319
Chr11_007711606,Chr11_007711606,Chr11,7711606
Chr11_007779617,Chr11_007779617,Chr11,7779617
Chr11_007914135,Chr11_007914135,Chr11,7914135
Chr11_008013271,Chr11_008013271,Chr11,8013271
Chr11_008044160,Chr11_008044160,Chr11,8044160
Chr11_008226252,Chr11_008226252,Chr11,8226252
Chr11_008338296,Chr11_008338296,Chr11,8338296
Chr11_008452876,Chr11_008452876,Chr11,8452876
Chr11_008607173,Chr11_008607173,Chr11,8607173
Chr11_008774200,Chr11_008774200,Chr11,8774200
Chr11_008936178,Chr11_008936178,Chr11,8936178
Chr11_009069799,Chr11_009069799,Chr11,9069799
Chr11_009212234,Chr11_009212234,Chr11,9212234
Chr11_009287314,Chr11_009287314,Chr11,9287314
Chr11_009365052,Chr11_009365052,Chr11,9365052
Chr11_009467427,Chr11_009467427,Chr11,9467427
Chr11_009519857,Chr11_009519857,Chr11,9519857
Chr11_009652966,Chr11_009652966,Chr11,9652966
Chr11_009701371,Chr11_009701371,Chr11,9701371
Chr11_009702370,Chr11_009702370,Chr11,9702370
Chr11_009859279,Chr11_009859279,Chr11,9859279
Chr11_009963755,Chr11_009963755,Chr11,9963755
Chr11_010103585,Chr11_010103585,Chr11,10103585
Chr11_010240119,Chr11_010240119,Chr11,10240119
Chr11_010415231,Chr11_010415231,Chr11,10415231
Chr11_010552232,Chr11_010552232,Chr11,10552232
Chr11_010576131,Chr11_010576131,Chr11,10576131
Chr11_010758320,Chr11_010758320,Chr11,10758320
Chr11_010907829,Chr11_010907829,Chr11,10907829
Chr11_010937878,Chr11_010937878,Chr11,10937878
Chr11_011046887,Chr11_011046887,Chr11,11046887
Chr11_011048436,Chr11_011048436,Chr11,11048436
Chr11_011289260,Chr11_011289260,Chr11,11289260
Chr11_011289947,Chr11_011289947,Chr11,11289947
Chr11_011449975,Chr11_011449975,Chr11,11449975
Chr11_011605678,Chr11_011605678,Chr11,11605678
Chr11_011806657,Chr11_011806657,Chr11,11806657
Chr11_011841541,Chr11_011841541,Chr11,11841541
Chr11_011843335,Chr11_011843335,Chr11,11843335
Chr11_012035469,Chr11_012035469,Chr11,12035469
Chr11_012058017,Chr11_012058017,Chr11,12058017
Chr11_012217705,Chr11_012217705,Chr11,12217705
Chr11_012295715,Chr11_012295715,Chr11,12295715
Chr11_012445074,Chr11_012445074,Chr11,12445074
Chr11_012753285,Chr11_012753285,Chr11,12753285
Chr11_012823312,Chr11_012823312,Chr11,12823312
Chr11_012835228,Chr11_012835228,Chr11,12835228
Chr11_012836415,Chr11_012836415,Chr11,12836415
Chr11_012899842,Chr11_012899842,Chr11,12899842
Chr11_013039813,Chr11_013039813,Chr11,13039813
Chr11_013282076,Chr11_013282076,Chr11,13282076
Chr11_013408786,Chr11_013408786,Chr11,13408786
Chr11_013565487,Chr11_013565487,Chr11,13565487
Chr11_013720876,Chr11_013720876,Chr11,13720876
Chr11_013853931,Chr11_013853931,Chr11,13853931
Chr11_014048924,Chr11_014048924,Chr11,14048924
Chr11_014049208,Chr11_014049208,Chr11,14049208
Chr11_014568199,Chr11_014568199,Chr11,14568199
Chr11_014579947,Chr11_014579947,Chr11,14579947
Chr11_014581079,Chr11_014581079,Chr11,14581079
Chr11_014584894,Chr11_014584894,Chr11,14584894
Chr11_014587880,Chr11_014587880,Chr11,14587880
Chr11_014618897,Chr11_014618897,Chr11,14618897
Chr11_014761579,Chr11_014761579,Chr11,14761579
Chr11_014804399,Chr11_014804399,Chr11,14804399
Chr11_014917171,Chr11_014917171,Chr11,14917171
Chr11_014983714,Chr11_014983714,Chr11,14983714
Chr11_015046039,Chr11_015046039,Chr11,15046039
Chr11_015080879,Chr11_015080879,Chr11,15080879
Chr11_015327128,Chr11_015327128,Chr11,15327128
Chr11_015354402,Chr11_015354402,Chr11,15354402
Chr11_015481304,Chr11_015481304,Chr11,15481304
Chr11_015633545,Chr11_015633545,Chr11,15633545
Chr11_015791007,Chr11_015791007,Chr11,15791007
Chr11_015941916,Chr11_015941916,Chr11,15941916
Chr11_016085731,Chr11_016085731,Chr11,16085731
Chr11_016234355,Chr11_016234355,Chr11,16234355
Chr11_016384235,Chr11_016384235,Chr11,16384235
Chr11_016567436,Chr11_016567436,Chr11,16567436
Chr11_016685375,Chr11_016685375,Chr11,16685375
Chr11_016786808,Chr11_016786808,Chr11,16786808
Chr11_016952963,Chr11_016952963,Chr11,16952963
Chr11_017004644,Chr11_017004644,Chr11,17004644
Chr11_017165776,Chr11_017165776,Chr11,17165776
Chr11_017271132,Chr11_017271132,Chr11,17271132
Chr11_017415878,Chr11_017415878,Chr11,17415878
Chr11_017588477,Chr11_017588477,Chr11,17588477
Chr11_017739465,Chr11_017739465,Chr11,17739465
Chr11_017899824,Chr11_017899824,Chr11,17899824
Chr11_018077071,Chr11_018077071,Chr11,18077071
Chr11_018184153,Chr11_018184153,Chr11,18184153
Chr11_018340513,Chr11_018340513,Chr11,18340513
Chr11_018435338,Chr11_018435338,Chr11,18435338
Chr11_018463586,Chr11_018463586,Chr11,18463586
Chr11_018576956,Chr11_018576956,Chr11,18576956
Chr11_018641626,Chr11_018641626,Chr11,18641626
Chr11_018753749,Chr11_018753749,Chr11,18753749
Chr11_018914123,Chr11_018914123,Chr11,18914123
Chr11_019110607,Chr11_019110607,Chr11,19110607
Chr12_000028713,Chr12_000028713,Chr12,28713
Chr12_000167099,Chr12_000167099,Chr12,167099
Chr12_000196541,Chr12_000196541,Chr12,196541
Chr12_000256477,Chr12_000256477,Chr12,256477
Chr12_000407581,Chr12_000407581,Chr12,407581
Chr12_000552432,Chr12_000552432,Chr12,552432
Chr12_000656542,Chr12_000656542,Chr12,656542
Chr12_000719994,Chr12_000719994,Chr12,719994
Chr12_000800991,Chr12_000800991,Chr12,800991
Chr12_000860229,Chr12_000860229,Chr12,860229
Chr12_001035972,Chr12_001035972,Chr12,1035972
Chr12_001175870,Chr12_001175870,Chr12,1175870
Chr12_001311680,Chr12_001311680,Chr12,1311680
Chr12_001426833,Chr12_001426833,Chr12,1426833
Chr12_001600681,Chr12_001600681,Chr12,1600681
Chr12_001724074,Chr12_001724074,Chr12,1724074
Chr12_001914908,Chr12_001914908,Chr12,1914908
Chr12_001983021,Chr12_001983021,Chr12,1983021
Chr12_002043622,Chr12_002043622,Chr12,2043622
Chr12_002125484,Chr12_002125484,Chr12,2125484
Chr12_002160784,Chr12_002160784,Chr12,2160784
Chr12_002260441,Chr12_002260441,Chr12,2260441
Chr12_002321647,Chr12_002321647,Chr12,2321647
Chr12_002398118,Chr12_002398118,Chr12,2398118
Chr12_002513331,Chr12_002513331,Chr12,2513331
Chr12_002651287,Chr12_002651287,Chr12,2651287
Chr12_002796035,Chr12_002796035,Chr12,2796035
Chr12_002927999,Chr12_002927999,Chr12,2927999
Chr12_003087745,Chr12_003087745,Chr12,3087745
Chr12_003152474,Chr12_003152474,Chr12,3152474
Chr12_003228270,Chr12_003228270,Chr12,3228270
Chr12_003304951,Chr12_003304951,Chr12,3304951
Chr12_003394058,Chr12_003394058,Chr12,3394058
Chr12_003579762,Chr12_003579762,Chr12,3579762
Chr12_003680730,Chr12_003680730,Chr12,3680730
Chr12_003860799,Chr12_003860799,Chr12,3860799
Chr12_004030013,Chr12_004030013,Chr12,4030013
Chr12_004166446,Chr12_004166446,Chr12,4166446
Chr12_004309408,Chr12_004309408,Chr12,4309408
Chr12_004469840,Chr12_004469840,Chr12,4469840
Chr12_004613989,Chr12_004613989,Chr12,4613989
Chr12_004752506,Chr12_004752506,Chr12,4752506
Chr12_004831210,Chr12_004831210,Chr12,4831210
Chr12_004913176,Chr12_004913176,Chr12,4913176
Chr12_005004294,Chr12_005004294,Chr12,5004294
Chr12_005086513,Chr12_005086513,Chr12,5086513
Chr12_005212497,Chr12_005212497,Chr12,5212497
Chr12_005353336,Chr12_005353336,Chr12,5353336
Chr12_005502369,Chr12_005502369,Chr12,5502369
Chr12_005658865,Chr12_005658865,Chr12,5658865
Chr12_005815411,Chr12_005815411,Chr12,5815411
Chr12_006013602,Chr12_006013602,Chr12,6013602
Chr12_006127760,Chr12_006127760,Chr12,6127760
Chr12_006268685,Chr12_006268685,Chr12,6268685
Chr12_006397179,Chr12_006397179,Chr12,6397179
Chr12_006537840,Chr12_006537840,Chr12,6537840
Chr12_006669854,Chr12_006669854,Chr12,6669854
Chr12_006869845,Chr12_006869845,Chr12,6869845
Chr12_006923953,Chr12_006923953,Chr12,6923953
Chr12_007149182,Chr12_007149182,Chr12,7149182
Chr12_007253246,Chr12_007253246,Chr12,7253246
Chr12_007266609,Chr12_007266609,Chr12,7266609
Chr12_007538805,Chr12_007538805,Chr12,7538805
Chr12_007540769,Chr12_007540769,Chr12,7540769
Chr12_007604562,Chr12_007604562,Chr12,7604562
Chr12_007750866,Chr12_007750866,Chr12,7750866
Chr12_007895170,Chr12_007895170,Chr12,7895170
Chr12_008055286,Chr12_008055286,Chr12,8055286
Chr12_008203931,Chr12_008203931,Chr12,8203931
Chr12_008296707,Chr12_008296707,Chr12,8296707
Chr12_008377826,Chr12_008377826,Chr12,8377826
Chr12_008506975,Chr12_008506975,Chr12,8506975
Chr12_008511960,Chr12_008511960,Chr12,8511960
Chr12_008658881,Chr12_008658881,Chr12,8658881
Chr12_008798606,Chr12_008798606,Chr12,8798606
Chr12_008969165,Chr12_008969165,Chr12,8969165
Chr12_009094112,Chr12_009094112,Chr12,9094112
Chr12_009258304,Chr12_009258304,Chr12,9258304
Chr12_009412959,Chr12_009412959,Chr12,9412959
Chr12_009498377,Chr12_009498377,Chr12,9498377
Chr12_009669368,Chr12_009669368,Chr12,9669368
Chr12_009839759,Chr12_009839759,Chr12,9839759
Chr12_010003405,Chr12_010003405,Chr12,10003405
Chr12_010162489,Chr12_010162489,Chr12,10162489
Chr12_010263405,Chr12_010263405,Chr12,10263405
Chr12_010326074,Chr12_010326074,Chr12,10326074
Chr12_010360660,Chr12_010360660,Chr12,10360660
Chr12_010361676,Chr12_010361676,Chr12,10361676
Chr12_010629423,Chr12_010629423,Chr12,10629423
Chr12_010706231,Chr12_010706231,Chr12,10706231
Chr12_010890253,Chr12_010890253,Chr12,10890253
Chr12_010986471,Chr12_010986471,Chr12,10986471
Chr12_011205988,Chr12_011205988,Chr12,11205988
Chr12_011293109,Chr12_011293109,Chr12,11293109
Chr12_011302695,Chr12_011302695,Chr12,11302695
Chr12_011410032,Chr12_011410032,Chr12,11410032
Chr12_011494382,Chr12_011494382,Chr12,11494382
Chr12_011552186,Chr12_011552186,Chr12,11552186
Chr12_011573435,Chr12_011573435,Chr12,11573435
Chr12_011823525,Chr12_011823525,Chr12,11823525
Chr12_011882363,Chr12_011882363,Chr12,11882363
Chr12_011989535,Chr12_011989535,Chr12,11989535
Chr12_012094304,Chr12_012094304,Chr12,12094304
Chr12_012097360,Chr12_012097360,Chr12,12097360
Chr12_012141797,Chr12_012141797,Chr12,12141797
Chr12_012142748,Chr12_012142748,Chr12,12142748
Chr12_012169462,Chr12_012169462,Chr12,12169462
Chr12_012170451,Chr12_012170451,Chr12,12170451
Chr12_013020280,Chr12_013020280,Chr12,13020280
Chr12_013021967,Chr12_013021967,Chr12,13021967
Chr12_013023640,Chr12_013023640,Chr12,13023640
Chr12_013095842,Chr12_013095842,Chr12,13095842
Chr12_013131524,Chr12_013131524,Chr12,13131524
Chr12_013330534,Chr12_013330534,Chr12,13330534
Chr12_013333345,Chr12_013333345,Chr12,13333345
Chr12_013461356,Chr12_013461356,Chr12,13461356
Chr12_013602003,Chr12_013602003,Chr12,13602003
Chr12_013696404,Chr12_013696404,Chr12,13696404
Chr12_013756365,Chr12_013756365,Chr12,13756365
Chr12_013828099,Chr12_013828099,Chr12,13828099
Chr12_013828675,Chr12_013828675,Chr12,13828675
Chr12_014050743,Chr12_014050743,Chr12,14050743
Chr12_014224199,Chr12_014224199,Chr12,14224199
Chr12_014295775,Chr12_014295775,Chr12,14295775
Chr12_014471046,Chr12_014471046,Chr12,14471046
Chr12_014598186,Chr12_014598186,Chr12,14598186
Chr12_014605406,Chr12_014605406,Chr12,14605406
Chr12_014611488,Chr12_014611488,Chr12,14611488
Chr12_015000099,Chr12_015000099,Chr12,15000099
Chr12_015001270,Chr12_015001270,Chr12,15001270
Chr12_015103543,Chr12_015103543,Chr12,15103543
Chr12_015276088,Chr12_015276088,Chr12,15276088
Chr12_015343545,Chr12_015343545,Chr12,15343545
Chr12_015413512,Chr12_015413512,Chr12,15413512
Chr12_015567005,Chr12_015567005,Chr12,15567005
Chr12_015568258,Chr12_015568258,Chr12,15568258
Chr12_015748408,Chr12_015748408,Chr12,15748408
Chr12_015881323,Chr12_015881323,Chr12,15881323
Chr12_016039696,Chr12_016039696,Chr12,16039696
Chr12_016152804,Chr12_016152804,Chr12,16152804
Chr12_016250210,Chr12_016250210,Chr12,16250210
Chr12_016309818,Chr12_016309818,Chr12,16309818
Chr12_016376683,Chr12_016376683,Chr12,16376683
Chr12_016540473,Chr12_016540473,Chr12,16540473
Chr12_016608689,Chr12_016608689,Chr12,16608689
Chr12_016756815,Chr12_016756815,Chr12,16756815
Chr12_016906297,Chr12_016906297,Chr12,16906297
Chr12_017059386,Chr12_017059386,Chr12,17059386
Chr12_017213131,Chr12_017213131,Chr12,17213131
Chr12_017332208,Chr12_017332208,Chr12,17332208
Chr12_017467650,Chr12_017467650,Chr12,17467650
Chr12_017470056,Chr12_017470056,Chr12,17470056
Chr12_017691322,Chr12_017691322,Chr12,17691322
Chr12_017716996,Chr12_017716996,Chr12,17716996
Chr12_017808308,Chr12_017808308,Chr12,17808308
Chr12_017945062,Chr12_017945062,Chr12,17945062
Chr12_018115477,Chr12_018115477,Chr12,18115477
Chr12_018241981,Chr12_018241981,Chr12,18241981
Chr12_018421637,Chr12_018421637,Chr12,18421637
Chr12_018558199,Chr12_018558199,Chr12,18558199
Chr12_018708964,Chr12_018708964,Chr12,18708964
Chr12_018901860,Chr12_018901860,Chr12,18901860
Chr12_019036957,Chr12_019036957,Chr12,19036957
Chr12_019185565,Chr12_019185565,Chr12,19185565
Chr12_019345322,Chr12_019345322,Chr12,19345322
Chr12_019531647,Chr12_019531647,Chr12,19531647
Chr12_019620103,Chr12_019620103,Chr12,19620103
Chr12_019760081,Chr12_019760081,Chr12,19760081
Chr12_019900886,Chr12_019900886,Chr12,19900886
Chr12_020067446,Chr12_020067446,Chr12,20067446
Chr12_020204823,Chr12_020204823,Chr12,20204823
Chr12_020359827,Chr12_020359827,Chr12,20359827
Chr12_020538618,Chr12_020538618,Chr12,20538618
Chr12_020677175,Chr12_020677175,Chr12,20677175
Chr12_020807471,Chr12_020807471,Chr12,20807471
Chr12_020947110,Chr12_020947110,Chr12,20947110
Chr12_021108313,Chr12_021108313,Chr12,21108313
Chr12_021236646,Chr12_021236646,Chr12,21236646
Chr12_021387704,Chr12_021387704,Chr12,21387704
Chr12_021457674,Chr12_021457674,Chr12,21457674
Chr12_021523469,Chr12_021523469,Chr12,21523469
Chr12_021595415,Chr12_021595415,Chr12,21595415
Chr12_021720057,Chr12_021720057,Chr12,21720057
Chr12_021838813,Chr12_021838813,Chr12,21838813
Chr12_022004550,Chr12_022004550,Chr12,22004550
Chr12_022183124,Chr12_022183124,Chr12,22183124
Chr12_022275837,Chr12_022275837,Chr12,22275837
Chr12_022434554,Chr12_022434554,Chr12,22434554
Chr12_022615343,Chr12_022615343,Chr12,22615343
Chr12_022758009,Chr12_022758009,Chr12,22758009
Chr12_022900952,Chr12_022900952,Chr12,22900952
Chr12_023023067,Chr12_023023067,Chr12,23023067
Chr12_023223713,Chr12_023223713,Chr12,23223713
Chr12_023357435,Chr12_023357435,Chr12,23357435
Chr12_023514538,Chr12_023514538,Chr12,23514538
Chr12_023662861,Chr12_023662861,Chr12,23662861
Chr12_023811551,Chr12_023811551,Chr12,23811551
Chr12_023963463,Chr12_023963463,Chr12,23963463
Chr12_024098797,Chr12_024098797,Chr12,24098797
Chr13_000164889,Chr13_000164889,Chr13,164889
Chr13_000224009,Chr13_000224009,Chr13,224009
Chr13_000307429,Chr13_000307429,Chr13,307429
Chr13_000382066,Chr13_000382066,Chr13,382066
Chr13_000458476,Chr13_000458476,Chr13,458476
Chr13_000639854,Chr13_000639854,Chr13,639854
Chr13_000758863,Chr13_000758863,Chr13,758863
Chr13_000849489,Chr13_000849489,Chr13,849489
Chr13_001000390,Chr13_001000390,Chr13,1000390
Chr13_001087548,Chr13_001087548,Chr13,1087548
Chr13_001135859,Chr13_001135859,Chr13,1135859
Chr13_001209771,Chr13_001209771,Chr13,1209771
Chr13_001377068,Chr13_001377068,Chr13,1377068
Chr13_001506717,Chr13_001506717,Chr13,1506717
Chr13_001651676,Chr13_001651676,Chr13,1651676
Chr13_001803889,Chr13_001803889,Chr13,1803889
